Year,MonthName,DaysInMonth,MonthFirstDayDayOfWeekName,MonthLastDayDayOfWeekName,IsLeapYear,FirstDayDOWGap
2000,January,31,Saturday,Monday,1,2
2000,February,29,Tuesday,Tuesday,1,3
2000,March,31,Wednesday,Friday,1,1
2000,April,30,Saturday,Sunday,1,3
2000,May,31,Monday,Wednesday,1,2
2000,June,30,Thursday,Friday,1,3
2000,July,31,Saturday,Monday,1,2
2000,August,31,Tuesday,Thursday,1,3
2000,September,30,Friday,Saturday,1,3
2000,October,31,Sunday,Tuesday,1,2
2000,November,30,Wednesday,Thursday,1,3
2000,December,31,Friday,Sunday,1,2
2001,January,31,Monday,Wednesday,0,2
2001,February,28,Thursday,Wednesday,0,3
2001,March,31,Thursday,Saturday,0,0
2001,April,30,Sunday,Monday,0,3
2001,May,31,Tuesday,Thursday,0,2
2001,June,30,Friday,Saturday,0,3
2001,July,31,Sunday,Tuesday,0,2
2001,August,31,Wednesday,Friday,0,3
2001,September,30,Saturday,Sunday,0,3
2001,October,31,Monday,Wednesday,0,2
2001,November,30,Thursday,Friday,0,3
2001,December,31,Saturday,Monday,0,2
2002,January,31,Tuesday,Thursday,0,2
2002,February,28,Friday,Thursday,0,3
2002,March,31,Friday,Sunday,0
2002,April,30,Monday,Tuesday,0
2002,May,31,Wednesday,Friday,0
2002,June,30,Saturday,Sunday,0
2002,July,31,Monday,Wednesday,0
2002,August,31,Thursday,Saturday,0
2002,September,30,Sunday,Monday,0
2002,October,31,Tuesday,Thursday,0
2002,November,30,Friday,Saturday,0
2002,December,31,Sunday,Tuesday,0
2003,January,31,Wednesday,Friday,0
2003,February,28,Saturday,Friday,0
2003,March,31,Saturday,Monday,0
2003,April,30,Tuesday,Wednesday,0
2003,May,31,Thursday,Saturday,0
2003,June,30,Sunday,Monday,0
2003,July,31,Tuesday,Thursday,0
2003,August,31,Friday,Sunday,0
2003,September,30,Monday,Tuesday,0
2003,October,31,Wednesday,Friday,0
2003,November,30,Saturday,Sunday,0
2003,December,31,Monday,Wednesday,0
2004,January,31,Thursday,Saturday,1
2004,February,29,Sunday,Sunday,1
2004,March,31,Monday,Wednesday,1
2004,April,30,Thursday,Friday,1
2004,May,31,Saturday,Monday,1
2004,June,30,Tuesday,Wednesday,1
2004,July,31,Thursday,Saturday,1
2004,August,31,Sunday,Tuesday,1
2004,September,30,Wednesday,Thursday,1
2004,October,31,Friday,Sunday,1
2004,November,30,Monday,Tuesday,1
2004,December,31,Wednesday,Friday,1
2005,January,31,Saturday,Monday,0
2005,February,28,Tuesday,Monday,0
2005,March,31,Tuesday,Thursday,0
2005,April,30,Friday,Saturday,0
2005,May,31,Sunday,Tuesday,0
2005,June,30,Wednesday,Thursday,0
2005,July,31,Friday,Sunday,0
2005,August,31,Monday,Wednesday,0
2005,September,30,Thursday,Friday,0
2005,October,31,Saturday,Monday,0
2005,November,30,Tuesday,Wednesday,0
2005,December,31,Thursday,Saturday,0
2006,January,31,Sunday,Tuesday,0
2006,February,28,Wednesday,Tuesday,0
2006,March,31,Wednesday,Friday,0
2006,April,30,Saturday,Sunday,0
2006,May,31,Monday,Wednesday,0
2006,June,30,Thursday,Friday,0
2006,July,31,Saturday,Monday,0
2006,August,31,Tuesday,Thursday,0
2006,September,30,Friday,Saturday,0
2006,October,31,Sunday,Tuesday,0
2006,November,30,Wednesday,Thursday,0
2006,December,31,Friday,Sunday,0
2007,January,31,Monday,Wednesday,0
2007,February,28,Thursday,Wednesday,0
2007,March,31,Thursday,Saturday,0
2007,April,30,Sunday,Monday,0
2007,May,31,Tuesday,Thursday,0
2007,June,30,Friday,Saturday,0
2007,July,31,Sunday,Tuesday,0
2007,August,31,Wednesday,Friday,0
2007,September,30,Saturday,Sunday,0
2007,October,31,Monday,Wednesday,0
2007,November,30,Thursday,Friday,0
2007,December,31,Saturday,Monday,0
2008,January,31,Tuesday,Thursday,1
2008,February,29,Friday,Friday,1
2008,March,31,Saturday,Monday,1
2008,April,30,Tuesday,Wednesday,1
2008,May,31,Thursday,Saturday,1
2008,June,30,Sunday,Monday,1
2008,July,31,Tuesday,Thursday,1
2008,August,31,Friday,Sunday,1
2008,September,30,Monday,Tuesday,1
2008,October,31,Wednesday,Friday,1
2008,November,30,Saturday,Sunday,1
2008,December,31,Monday,Wednesday,1
2009,January,31,Thursday,Saturday,0
2009,February,28,Sunday,Saturday,0
2009,March,31,Sunday,Tuesday,0
2009,April,30,Wednesday,Thursday,0
2009,May,31,Friday,Sunday,0
2009,June,30,Monday,Tuesday,0
2009,July,31,Wednesday,Friday,0
2009,August,31,Saturday,Monday,0
2009,September,30,Tuesday,Wednesday,0
2009,October,31,Thursday,Saturday,0
2009,November,30,Sunday,Monday,0
2009,December,31,Tuesday,Thursday,0
2010,January,31,Friday,Sunday,0
2010,February,28,Monday,Sunday,0
2010,March,31,Monday,Wednesday,0
2010,April,30,Thursday,Friday,0
2010,May,31,Saturday,Monday,0
2010,June,30,Tuesday,Wednesday,0
2010,July,31,Thursday,Saturday,0
2010,August,31,Sunday,Tuesday,0
2010,September,30,Wednesday,Thursday,0
2010,October,31,Friday,Sunday,0
2010,November,30,Monday,Tuesday,0
2010,December,31,Wednesday,Friday,0
2011,January,31,Saturday,Monday,0
2011,February,28,Tuesday,Monday,0
2011,March,31,Tuesday,Thursday,0
2011,April,30,Friday,Saturday,0
2011,May,31,Sunday,Tuesday,0
2011,June,30,Wednesday,Thursday,0
2011,July,31,Friday,Sunday,0
2011,August,31,Monday,Wednesday,0
2011,September,30,Thursday,Friday,0
2011,October,31,Saturday,Monday,0
2011,November,30,Tuesday,Wednesday,0
2011,December,31,Thursday,Saturday,0
2012,January,31,Sunday,Tuesday,1
2012,February,29,Wednesday,Wednesday,1
2012,March,31,Thursday,Saturday,1
2012,April,30,Sunday,Monday,1
2012,May,31,Tuesday,Thursday,1
2012,June,30,Friday,Saturday,1
2012,July,31,Sunday,Tuesday,1
2012,August,31,Wednesday,Friday,1
2012,September,30,Saturday,Sunday,1
2012,October,31,Monday,Wednesday,1
2012,November,30,Thursday,Friday,1
2012,December,31,Saturday,Monday,1
2013,January,31,Tuesday,Thursday,0
2013,February,28,Friday,Thursday,0
2013,March,31,Friday,Sunday,0
2013,April,30,Monday,Tuesday,0
2013,May,31,Wednesday,Friday,0
2013,June,30,Saturday,Sunday,0
2013,July,31,Monday,Wednesday,0
2013,August,31,Thursday,Saturday,0
2013,September,30,Sunday,Monday,0
2013,October,31,Tuesday,Thursday,0
2013,November,30,Friday,Saturday,0
2013,December,31,Sunday,Tuesday,0
2014,January,31,Wednesday,Friday,0
2014,February,28,Saturday,Friday,0
2014,March,31,Saturday,Monday,0
2014,April,30,Tuesday,Wednesday,0
2014,May,31,Thursday,Saturday,0
2014,June,30,Sunday,Monday,0
2014,July,31,Tuesday,Thursday,0
2014,August,31,Friday,Sunday,0
2014,September,30,Monday,Tuesday,0
2014,October,31,Wednesday,Friday,0
2014,November,30,Saturday,Sunday,0
2014,December,31,Monday,Wednesday,0
2015,January,31,Thursday,Saturday,0
2015,February,28,Sunday,Saturday,0
2015,March,31,Sunday,Tuesday,0
2015,April,30,Wednesday,Thursday,0
2015,May,31,Friday,Sunday,0
2015,June,30,Monday,Tuesday,0
2015,July,31,Wednesday,Friday,0
2015,August,31,Saturday,Monday,0
2015,September,30,Tuesday,Wednesday,0
2015,October,31,Thursday,Saturday,0
2015,November,30,Sunday,Monday,0
2015,December,31,Tuesday,Thursday,0
2016,January,31,Friday,Sunday,1
2016,February,29,Monday,Monday,1
2016,March,31,Tuesday,Thursday,1
2016,April,30,Friday,Saturday,1
2016,May,31,Sunday,Tuesday,1
2016,June,30,Wednesday,Thursday,1
2016,July,31,Friday,Sunday,1
2016,August,31,Monday,Wednesday,1
2016,September,30,Thursday,Friday,1
2016,October,31,Saturday,Monday,1
