2016,November,30,Tuesday,Wednesday,1
2016,December,31,Thursday,Saturday,1
2017,January,31,Sunday,Tuesday,0
2017,February,28,Wednesday,Tuesday,0
2017,March,31,Wednesday,Friday,0
2017,April,30,Saturday,Sunday,0
2017,May,31,Monday,Wednesday,0
2017,June,30,Thursday,Friday,0
2017,July,31,Saturday,Monday,0
2017,August,31,Tuesday,Thursday,0
2017,September,30,Friday,Saturday,0
2017,October,31,Sunday,Tuesday,0
2017,November,30,Wednesday,Thursday,0
2017,December,31,Friday,Sunday,0
2018,January,31,Monday,Wednesday,0
2018,February,28,Thursday,Wednesday,0
2018,March,31,Thursday,Saturday,0
2018,April,30,Sunday,Monday,0
2018,May,31,Tuesday,Thursday,0
2018,June,30,Friday,Saturday,0
2018,July,31,Sunday,Tuesday,0
2018,August,31,Wednesday,Friday,0
2018,September,30,Saturday,Sunday,0
2018,October,31,Monday,Wednesday,0
2018,November,30,Thursday,Friday,0
2018,December,31,Saturday,Monday,0
2019,January,31,Tuesday,Thursday,0
2019,February,28,Friday,Thursday,0
2019,March,31,Friday,Sunday,0
2019,April,30,Monday,Tuesday,0
2019,May,31,Wednesday,Friday,0
2019,June,30,Saturday,Sunday,0
2019,July,31,Monday,Wednesday,0
2019,August,31,Thursday,Saturday,0
2019,September,30,Sunday,Monday,0
2019,October,31,Tuesday,Thursday,0
2019,November,30,Friday,Saturday,0
2019,December,31,Sunday,Tuesday,0
2020,January,31,Wednesday,Friday,1
2020,February,29,Saturday,Saturday,1
2020,March,31,Sunday,Tuesday,1
2020,April,30,Wednesday,Thursday,1
2020,May,31,Friday,Sunday,1
2020,June,30,Monday,Tuesday,1
2020,July,31,Wednesday,Friday,1
2020,August,31,Saturday,Monday,1
2020,September,30,Tuesday,Wednesday,1
2020,October,31,Thursday,Saturday,1
2020,November,30,Sunday,Monday,1
2020,December,31,Tuesday,Thursday,1
2021,January,31,Friday,Sunday,0
2021,February,28,Monday,Sunday,0
2021,March,31,Monday,Wednesday,0
2021,April,30,Thursday,Friday,0
2021,May,31,Saturday,Monday,0
2021,June,30,Tuesday,Wednesday,0
2021,July,31,Thursday,Saturday,0
2021,August,31,Sunday,Tuesday,0
2021,September,30,Wednesday,Thursday,0
2021,October,31,Friday,Sunday,0
2021,November,30,Monday,Tuesday,0
2021,December,31,Wednesday,Friday,0
2022,January,31,Saturday,Monday,0
2022,February,28,Tuesday,Monday,0
2022,March,31,Tuesday,Thursday,0
2022,April,30,Friday,Saturday,0
2022,May,31,Sunday,Tuesday,0
2022,June,30,Wednesday,Thursday,0
2022,July,31,Friday,Sunday,0
2022,August,31,Monday,Wednesday,0
2022,September,30,Thursday,Friday,0
2022,October,31,Saturday,Monday,0
2022,November,30,Tuesday,Wednesday,0
2022,December,31,Thursday,Saturday,0
2023,January,31,Sunday,Tuesday,0
2023,February,28,Wednesday,Tuesday,0
2023,March,31,Wednesday,Friday,0
2023,April,30,Saturday,Sunday,0
2023,May,31,Monday,Wednesday,0
2023,June,30,Thursday,Friday,0
2023,July,31,Saturday,Monday,0
2023,August,31,Tuesday,Thursday,0
2023,September,30,Friday,Saturday,0
2023,October,31,Sunday,Tuesday,0
2023,November,30,Wednesday,Thursday,0
2023,December,31,Friday,Sunday,0
